"COMMON.NAME","SCIENTIFIC.NAME"
"Long-tailed Minivet","Pericrocotus ethologus"
"Hen Harrier","Circus cyaneus"
"Pale-chinned Blue Flycatcher","Cyornis poliogenys"
"Plain Flowerpecker","Dicaeum minullum"
"Red-throated Thrush","Turdus ruficollis"
"Rosy Pipit","Anthus roseatus"
"Scarlet-backed Flowerpecker","Dicaeum cruentatum"
"Slender-billed Babbler","Argya longirostris"
"Slaty-backed Flycatcher","Ficedula erithacus"
"Smoky Warbler","Phylloscopus fuligiventer"
"Striated Babbler","Argya earlei"
"Swamp Francolin","Ortygornis gularis"
"Velvet-fronted Nuthatch","Sitta frontalis"
"Plaintive Cuckoo","Cacomantis merulinus"
"Striated Swallow","Cecropis striolata"
"Collared Falconet","Microhierax caerulescens"
"Pallas's Fish-Eagle","Haliaeetus leucoryphus"
"Spot-bellied Eagle-Owl","Bubo nipalensis"
"Black-necked Stork","Ephippiorhynchus asiaticus"
"Ferruginous Duck","Aythya nyroca"
"Mallard","Anas platyrhynchos"
"Bar-headed Goose","Anser indicus"
"Black-breasted Weaver","Ploceus benghalensis"
"Blue-winged Leafbird","Chloropsis cochinchinensis"
"Dark-necked Tailorbird","Orthotomus atrogularis"
"Dusky Eagle-Owl","Bubo coromandus"
"Graylag Goose","Anser anser"
"Greater Adjutant","Leptoptilos dubius"
"Greater White-fronted Goose","Anser albifrons"
"Himalayan Griffon","Gyps himalayensis"
"Northern Lapwing","Vanellus vanellus"
"Red-headed Vulture","Sarcogyps calvus"
"Slender-billed Vulture","Gyps tenuirostris"
"Tufted Duck","Aythya fuligula"
"Tundra Bean-Goose","Anser serrirostris"
"Yellow-vented Flowerpecker","Dicaeum chrysorrheum"
"Ruby-cheeked Sunbird","Chalcoparia singalensis"
"Rosy Minivet","Pericrocotus roseus"
"House Swift","Apus nipalensis"
"Oriental Hobby","Falco severus"
"Slender-billed Oriole","Oriolus tenuirostris"
"Steppe Eagle","Aquila nipalensis"
"White-rumped Vulture","Gyps bengalensis"
"Cachar Bulbul","Iole cacharensis"
"Chestnut Munia","Lonchura atricapilla"
"Eastern Spot-billed Duck","Anas zonorhyncha"
"Brown Fish-Owl","Ketupa zeylonensis"
"Ibisbill","Ibidorhyncha struthersii"
"Indian Thick-knee","Burhinus indicus"
"Pied Falconet","Microhierax melanoleucos"
"Red-necked Falcon","Falco chicquera"
"Sand Lark","Alaudala raytal"
"Black-faced Bunting","Emberiza spodocephala"
"Chestnut-backed Laughingthrush","Pterorhinus nuchalis"
"Delicate Prinia","Prinia lepida"
"Falcated Duck","Mareca falcata"
"Gray-sided Bush Warbler","Cettia brunnifrons"
"Jerdon's Babbler","Chrysomma altirostre"
"Large Scimitar-Babbler","Erythrogenys hypoleucos"
"Mandarin Duck","Aix galericulata"
"Pale-capped Pigeon","Columba punicea"
"Swamp Grass Babbler","Laticilla cinerascens"
"Yellow-bellied Prinia","Prinia flaviventris"
"Bank Myna","Acridotheres ginginianus"
"Long-legged Buzzard","Buteo rufinus"
"Great Crested Grebe","Podiceps cristatus"
"Indian Bushlark","Mirafra erythroptera"
"Brown Rock Chat","Oenanthe fusca"
"Long-billed Pipit","Anthus similis"
"Pied Harrier","Circus melanoleucos"
"Red-breasted Flycatcher","Ficedula parva"
"Tree Pipit","Anthus trivialis"
"Himalayan Bulbul","Pycnonotus leucogenys"
"Indian Nuthatch","Sitta castanea"
"Malabar Trogon","Harpactes fasciatus"
"Rain Quail","Coturnix coromandelica"
"White-bellied Woodpecker","Dryocopus javensis"
"Eastern Orphean Warbler","Curruca crassirostris"
"Sulphur-bellied Warbler","Phylloscopus griseolus"
"Tickell's Thrush","Turdus unicolor"
"White-naped Woodpecker","Chrysocolaptes festivus"
"Yellow-crowned Woodpecker","Leiopicus mahrattensis"
"Egyptian Vulture","Neophron percnopterus"
"Fire-capped Tit","Cephalopyrus flammiceps"
"Streak-throated Swallow","Petrochelidon fluvicola"
"Dunlin","Calidris alpina"
"European Starling","Sturnus vulgaris"
"Black Francolin","Francolinus francolinus"
"White-eared Bulbul","Pycnonotus leucotis"
"Brooks's Leaf Warbler","Phylloscopus subviridis"
"Crested Lark","Galerida cristata"
"Common Rosefinch","Carpodacus erythrinus"
"White-capped Bunting","Emberiza stewarti"
"Imperial Eagle","Aquila heliaca"
"Forest Owlet","Athene blewitti"
"Vigors's Sunbird","Aethopyga vigorsii"
"Black-backed Dwarf-Kingfisher","Ceyx erithaca"
"Flame-throated Bulbul","Rubigula gularis"
"Brown Wood-Owl","Strix leptogrammica"
"Sri Lanka Frogmouth","Batrachostomus moniliger"
"Crimson-backed Sunbird","Leptocoma minima"
"Malabar Barbet","Psilopogon malabaricus"
"Dark-fronted Babbler","Dumetia atriceps"
"Great Crested Tern","Thalasseus bergii"
"Gray-headed Bulbul","Brachypodius priocephalus"
"Heart-spotted Woodpecker","Hemicircus canente"
"Indian Yellow Tit","Machlolophus aplonotus"
"Malabar Gray Hornbill","Ocyceros griseus"
"Malabar Lark","Galerida malabarica"
"Malabar Parakeet","Psittacula columboides"
"Malabar Starling","Sturnia blythii"
"Malabar Woodshrike","Tephrodornis sylvicola"
"Malabar Pied-Hornbill","Anthracoceros coronatus"
"Malabar Whistling-Thrush","Myophonus horsfieldii"
"Nilgiri Flowerpecker","Dicaeum concolor"
"Orange Minivet","Pericrocotus flammeus"
"Western Crowned Warbler","Phylloscopus occipitalis"
"Common Flameback","Dinopium javanense"
"Lesser Black-backed Gull","Larus fuscus"
"Bank Swallow","Riparia riparia"
"Black-headed Bunting","Emberiza melanocephala"
"Collared Pratincole","Glareola pratincola"
"Common Crane","Grus grus"
"Common Ringed Plover","Charadrius hiaticula"
"Dalmatian Pelican","Pelecanus crispus"
"Demoiselle Crane","Anthropoides virgo"
"Desert Wheatear","Oenanthe deserti"
"Great White Pelican","Pelecanus onocrotalus"
"Greater Short-toed Lark","Calandrella brachydactyla"
"Isabelline Shrike","Lanius isabellinus"
"Isabelline Wheatear","Oenanthe isabellina"
"Jack Snipe","Lymnocryptes minimus"
"Lesser Flamingo","Phoeniconaias minor"
"Marbled Teal","Marmaronetta angustirostris"
"Namaqua Dove","Oena capensis"
"Red-headed Bunting","Emberiza bruniceps"
"Sarus Crane","Antigone antigone"
"Slender-billed Gull","Chroicocephalus genei"
"White-tailed Lapwing","Vanellus leucurus"
"Bar-tailed Godwit","Limosa lapponica"
"Black-bellied Plover","Pluvialis squatarola"
"Crab-Plover","Dromas ardeola"
"Great Thick-knee","Esacus recurvirostris"
"Pallid Scops-Owl","Otus brucei"
"Ruddy Turnstone","Arenaria interpres"
"Sanderling","Calidris alba"
"Short-eared Owl","Asio flammeus"
"Spotted Crake","Porzana porzana"
"Sykes's Nightjar","Caprimulgus mahrattensis"
"Common Quail","Coturnix coturnix"
"Indian Vulture","Gyps indicus"
"Black-capped Kingfisher","Halcyon pileata"
"Eared Grebe","Podiceps nigricollis"
"Eurasian Griffon","Gyps fulvus"
"Great Knot","Calidris tenuirostris"
"Painted Francolin","Francolinus pictus"
"Painted Sandgrouse","Pterocles indicus"
"Water Rail","Rallus aquaticus"
"White-tailed Iora","Aegithina nigrolutea"
"Indian Blackbird","Turdus simillimus"
"Gray-necked Bunting","Emberiza buchanani"
"Eurasian Oystercatcher","Haematopus ostralegus"
"Mute Swan","Cygnus olor"
"Variable Wheatear","Oenanthe picata"
"Striolated Bunting","Emberiza striolata"
"Hypocolius","Hypocolius ampelinus"
"Merlin","Falco columbarius"
"Great Gray Shrike","Lanius excubitor"
"Common Grasshopper-Warbler","Locustella naevia"
"Moustached Warbler","Acrocephalus melanopogon"
"Alpine Swift","Apus melba"
"White Stork","Ciconia ciconia"
"Rusty-cheeked Scimitar-Babbler","Erythrogenys erythrogenys"
"Rufous Sibia","Heterophasia capistrata"
"Alpine Accentor","Prunella collaris"
"Alpine Thrush","Zoothera mollissima"
"Bar-tailed Treecreeper","Certhia himalayana"
"Brownish-flanked Bush Warbler","Horornis fortipes"
"Black-chinned Babbler","Cyanoderma pyrrhops"
"Black-headed Jay","Garrulus lanceolatus"
"Himalayan Black-lored Tit","Machlolophus xanthogenys"
"Black-throated Accentor","Prunella atrogularis"
"Black-throated Tit","Aegithalos concinnus"
"Brown-fronted Woodpecker","Dendrocoptes auriceps"
"Blue-capped Redstart","Phoenicurus coeruleocephala"
"Chestnut Thrush","Turdus rubrocanus"
"Chukar","Alectoris chukar"
"Coal Tit","Periparus ater"
"Himalayan Buzzard","Buteo refectus"
"Common Raven","Corvus corax"
"Crested Kingfisher","Megaceryle lugubris"
"European Goldfinch","Carduelis carduelis"
"Fire-breasted Flowerpecker","Dicaeum ignipectus"
"Golden Bush-Robin","Tarsiger chrysaeus"
"Golden Eagle","Aquila chrysaetos"
"Hill Pigeon","Columba rupestris"
"Himalayan Monal","Lophophorus impejanus"
"Himalayan Woodpecker","Dendrocopos himalayensis"
"Bearded Vulture","Gypaetus barbatus"
"Pink-browed Rosefinch","Carpodacus rodochroa"
"Plain Mountain Finch","Leucosticte nemoricola"
"Red-billed Blue-Magpie","Urocissa erythroryncha"
"Red-billed Chough","Pyrrhocorax pyrrhocorax"
"Rock Bunting","Emberiza cia"
"Scaly-bellied Woodpecker","Picus squamatus"
"Slaty-headed Parakeet","Psittacula himalayana"
"Snow Pigeon","Columba leuconota"
"Spectacled Finch","Callacanthis burtoni"
"Streaked Laughingthrush","Trochalopteron lineatum"
"Himalayan Prinia","Prinia crinigera"
"Variegated Laughingthrush","Trochalopteron variegatum"
"Wallcreeper","Tichodroma muraria"
"Water Pipit","Anthus spinoletta"
"White-throated Laughingthrush","Pterorhinus albogularis"
"Eurasian Wren","Troglodytes troglodytes"
"Yellow-breasted Greenfinch","Chloris spinoides"
"Common House-Martin","Delichon urbicum"
"American Pipit","Anthus rubescens"
"Buff-barred Warbler","Phylloscopus pulcher"
"Chestnut-eared Bunting","Emberiza fucata"
"Common Shelduck","Tadorna tadorna"
"Common Wood-Pigeon","Columba palumbus"
"Eurasian Hobby","Falco subbuteo"
"Hill Partridge","Arborophila torqueola"
"Himalayan Rubythroat","Calliope pectoralis"
"Lesser White-fronted Goose","Anser erythropus"
"Mountain Hawk-Eagle","Nisaetus nipalensis"
"Eurasian Skylark","Alauda arvensis"
"Upland Pipit","Anthus sylvanus"
"Cheer Pheasant","Catreus wallichii"
"Fire-fronted Serin","Serinus pusillus"
"Indian Blue Robin","Larvivora brunnea"
"Mistle Thrush","Turdus viscivorus"
"White-collared Blackbird","Turdus albocinctus"
"Black-and-yellow Grosbeak","Mycerobas icterioides"
"Rufous-naped Tit","Periparus rufonuchalis"
"Altai Accentor","Prunella himalayana"
"Himalayan Shrike-Babbler","Pteruthius ripleyi"
"Koklass Pheasant","Pucrasia macrolopha"
"Long-billed Thrush","Zoothera monticola"
"White-browed Fulvetta","Fulvetta vinipectus"
"Yellow-billed Chough","Pyrrhocorax graculus"
"Black-headed Mountain Finch","Leucosticte brandti"
"Great Rosefinch","Carpodacus rubicilla"
"Robin Accentor","Prunella rubeculoides"
"Rufous-backed Redstart","Phoenicurus erythronotus"
"Himalayan White-browed Rosefinch","Carpodacus thura"
"White-winged Redstart","Phoenicurus erythrogastrus"
"Blyth's Rosefinch","Carpodacus grandis"
"Dark-sided Flycatcher","Muscicapa sibirica"
"Eurasian Crag-Martin","Ptyonoprogne rupestris"
"Hodgson's Treecreeper","Certhia hodgsoni"
"Mrs. Gould's Sunbird","Aethopyga gouldiae"
"Rufous-chinned Laughingthrush","Ianthocincla rufogularis"
"White-cheeked Nuthatch","Sitta leucopsis"
"White-throated Tit","Aegithalos niveogularis"
"Fire-tailed Sunbird","Aethopyga ignicauda"
"Himalayan Cuckoo","Cuculus saturatus"
"Great Bittern","Botaurus stellaris"
"Sind Sparrow","Passer pyrrhonotus"
"Eastern Marsh-Harrier","Circus spilonotus"
"Brambling","Fringilla montifringilla"
"Rufous-vented Tit","Periparus rubidiventris"
"Common Chaffinch","Fringilla coelebs"
"Eurasian Jackdaw","Corvus monedula"
"Goldcrest","Regulus regulus"
"Kashmir Nuthatch","Sitta cashmirensis"
"Pine Bunting","Emberiza leucocephalos"
"Red Crossbill","Loxia curvirostra"
"Kashmir Nutcracker","Nucifraga multipunctata"
"Tawny Owl","Strix aluco"
"Yellowhammer","Emberiza citrinella"
"Rook","Corvus frugilegus"
"Eurasian Magpie","Pica pica"
"Horned Lark","Eremophila alpestris"
"White-browed Tit-Warbler","Leptopoecile sophiae"
"Rusty-tailed Flycatcher","Ficedula ruficauda"
"Black-winged Snowfinch","Montifringilla adamsi"
"Brown Accentor","Prunella fulvescens"
"Carrion Crow","Corvus corone"
"Eurasian Eagle-Owl","Bubo bubo"
"Ground Tit","Pseudopodoces humilis"
"Himalayan Snowcock","Tetraogallus himalayensis"
"Mongolian Finch","Bucanetes mongolicus"
"Red-fronted Rosefinch","Carpodacus puniceus"
"Solitary Snipe","Gallinago solitaria"
"Streaked Rosefinch","Carpodacus rubicilloides"
"Tibetan Lark","Melanocorypha maxima"
"Tibetan Partridge","Perdix hodgsoniae"
"Tibetan Sandgrouse","Syrrhaptes tibetanus"
"Tibetan Snowcock","Tetraogallus tibetanus"
"Twite","Linaria flavirostris"
"Upland Buzzard","Buteo hemilasius"
"White-throated Dipper","Cinclus cinclus"
"Orange Bullfinch","Pyrrhula aurantiaca"
"Tytler's Leaf Warbler","Phylloscopus tytleri"
"Southern Hill Myna","Gracula indica"
"Square-tailed Bulbul","Hypsipetes ganeesa"
"White-bellied Blue Flycatcher","Cyornis pallidipes"
"Tawny Eagle","Aquila rapax"
"Nilgiri Wood-Pigeon","Columba elphinstonii"
"Pied Thrush","Geokichla wardii"
"Fork-tailed Drongo-Cuckoo","Surniculus dicruroides"
"Black-throated Munia","Lonchura kelaarti"
"Pomarine Jaeger","Stercorarius pomarinus"
"Rufous Babbler","Argya subrufa"
"Indian Swiftlet","Aerodramus unicolor"
"White-bellied Treepie","Dendrocitta leucogastra"
"White-rumped Needletail","Zoonavena sylvatica"
"Lesser Fish-Eagle","Haliaeetus humilis"
"Laggar Falcon","Falco jugger"
"Broad-tailed Grassbird","Schoenicola platyurus"
"White-winged Tern","Chlidonias leucopterus"
"Great Eared-Nightjar","Lyncornis macrotis"
"Black-and-orange Flycatcher","Ficedula nigrorufa"
"Besra","Accipiter virgatus"
"Palani Laughingthrush","Montecincla fairbanki"
"Nilgiri Flycatcher","Eumyias albicaudatus"
"Nilgiri Pipit","Anthus nilghiriensis"
"Hill Swallow","Hirundo domicola"
"Slaty-legged Crake","Rallina eurizonoides"
"White-bellied Sholakili","Sholicola albiventris"
"Painted Bush-Quail","Perdicula erythrorhyncha"
"Wayanad Laughingthrush","Pterorhinus delesserti"
"Common Cuckoo","Cuculus canorus"
"Singing Bushlark","Mirafra cantillans"
"White-bellied Minivet","Pericrocotus erythropygius"
"Blue-cheeked Bee-eater","Merops persicus"
"Crested Finchbill","Spizixos canifrons"
"Flavescent Bulbul","Pycnonotus flavescens"
"Gray Sibia","Heterophasia gracilis"
"Rufescent Prinia","Prinia rufescens"
"Baikal Bush Warbler","Locustella davidi"
"White-tailed Stonechat","Saxicola leucurus"
"Mountain Bamboo-Partridge","Bambusicola fytchii"
"Ashy-headed Green-Pigeon","Treron phayrei"
"White-browed Bush-Robin","Tarsiger indicus"
"Spot-breasted Scimitar-Babbler","Erythrogenys mcclellandi"
"Cinereous Vulture","Aegypius monachus"
"Assam Laughingthrush","Trochalopteron chrysopterum"
"Spot-breasted Laughingthrush","Garrulax merulinus"
"Ashy Wood-Pigeon","Columba pulchricollis"
"Hume's Treecreeper","Certhia manipurensis"
"Chestnut Bunting","Emberiza rutila"
"Chin Hills Wren-Babbler","Spelaeornis oatesi"
"Chestnut-vented Nuthatch","Sitta nagaensis"
"Crimson-breasted Woodpecker","Dryobates cathpharius"
"Eurasian Woodcock","Scolopax rusticola"
"Hodgson's Frogmouth","Batrachostomus hodgsoni"
"Pygmy Cupwing","Pnoepyga pusilla"
"Rusty-capped Fulvetta","Schoeniparus dubius"
"Siberian Rubythroat","Calliope calliope"
"Stripe-breasted Woodpecker","Dendrocopos atratus"
"Striped Laughingthrush","Trochalopteron virgatum"
"Mountain Scops-Owl","Otus spilocephalus"
"Asian House-Martin","Delichon dasypus"
"Buff-throated Warbler","Phylloscopus subaffinis"
"Mount Victoria Babax","Pterorhinus woodi"
"Dark-rumped Swift","Apus acuticauda"
"Gray-sided Thrush","Turdus feae"
"Russet Bush Warbler","Locustella mandelli"
"Slender-billed Scimitar-Babbler","Pomatorhinus superciliaris"
"Spot-breasted Parrotbill","Paradoxornis guttaticollis"
"Brown-winged Kingfisher","Pelargopsis amauroptera"
"Mangrove Pitta","Pitta megarhyncha"
"Chestnut-winged Cuckoo","Clamator coromandus"
"Yellow-eyed Pigeon","Columba eversmanni"
"Bimaculated Lark","Melanocorypha bimaculata"
"Cream-colored Courser","Cursorius cursor"
"Asian Desert Warbler","Curruca nana"
"Long-eared Owl","Asio otus"
"Indian Spotted Creeper","Salpornis spilonota"
"White-browed Bushchat","Saxicola macrorhynchus"
"Black-crowned Sparrow-Lark","Eremopterix nigriceps"
"Desert Lark","Ammomanes deserti"
"Greater Hoopoe-Lark","Alaemon alaudipes"
"Macqueen's Bustard","Chlamydotis macqueenii"
"Persian Wheatear","Oenanthe chrysopygia"
"Spanish Sparrow","Passer hispaniolensis"
"Trumpeter Finch","Bucanetes githagineus"
"White-naped Tit","Machlolophus nuchalis"
"White-bellied Redstart","Luscinia phaenicuroides"
"Maroon-backed Accentor","Prunella immaculata"
"European Bee-eater","Merops apiaster"
"Nilgiri Thrush","Zoothera neilgherriensis"
"Nilgiri Laughingthrush","Montecincla cachinnans"
"Nilgiri Sholakili","Sholicola major"
"Green-crowned Warbler","Phylloscopus burkii"
"Black-headed Bulbul","Brachypodius melanocephalos"
"Himalayan Flameback","Dinopium shorii"
"Spot-winged Grosbeak","Mycerobas melanozanthos"
"Himalayan Beautiful Rosefinch","Carpodacus pulcherrimus"
"Collared Grosbeak","Mycerobas affinis"
"Pale Sand Martin","Riparia diluta"
"Bristled Grassbird","Schoenicola striatus"
"Aberrant Bush Warbler","Horornis flavolivaceus"
"Brown Bullfinch","Pyrrhula nipalensis"
"Rufous-bellied Woodpecker","Dendrocopos hyperythrus"
"Tawny Fish-Owl","Ketupa flavipes"
"Vinaceous Rosefinch","Carpodacus vinaceus"
"Yellow-browed Tit","Sylviparus modestus"
"Black-throated Parrotbill","Suthora nipalensis"
"Gray-crested Tit","Lophophanes dichrous"
"Spot-winged Rosefinch","Carpodacus rodopeplus"
"White-winged Grosbeak","Mycerobas carnipes"
"White-tailed Eagle","Haliaeetus albicilla"
"White-throated Bushchat","Saxicola insignis"
"Black-headed Shrike-Babbler","Pteruthius rufiventer"
"Broad-billed Warbler","Tickellia hodgsoni"
"Brown Parrotbill","Cholornis unicolor"
"Darjeeling Woodpecker","Dendrocopos darjellensis"
"Golden-breasted Fulvetta","Lioparus chrysotis"
"Gray-sided Laughingthrush","Pterorhinus caerulatus"
"Hoary-throated Barwing","Actinodura nipalensis"
"Long-billed Wren-Babbler","Napothera malacoptila"
"Rufous-throated Wren-Babbler","Spelaeornis caudatus"
"Spotted Laughingthrush","Ianthocincla ocellata"
"White-throated Redstart","Phoenicurus schisticeps"
"Common Goldeneye","Bucephala clangula"
"Smew","Mergellus albellus"
"Brown-rumped Minivet","Pericrocotus cantonensis"
"Spotted Bush Warbler","Locustella thoracica"
"Brown-cheeked Rail","Rallus indicus"
"Red Knot","Calidris canutus"
