"COMMON.NAME","SCIENTIFIC.NAME"
"Mishmi Wren-Babbler","Spelaeornis badeigularis"
"Slaty-blue Flycatcher","Ficedula tricolor"
"Streak-throated Fulvetta","Fulvetta manipurensis"
"Ruby-cheeked Sunbird","Chalcoparia singalensis"
"Common Tern","Sterna hirundo"
"Dark-rumped Rosefinch","Carpodacus edwardsii"
"White-browed Bush-Robin","Tarsiger indicus"
"Himalayan White-browed Rosefinch","Carpodacus thura"
"Blood Pheasant","Ithaginis cruentus"
"White-winged Grosbeak","Mycerobas carnipes"
"Ward's Trogon","Harpactes wardi"
"Bay-backed Shrike","Lanius vittatus"
"Himalayan Snowcock","Tetraogallus himalayensis"
"Red-breasted Flycatcher","Ficedula parva"
"White-throated Tit","Aegithalos niveogularis"
"Pale-billed Parrotbill","Chleuasicus atrosuperciliaris"
"Blyth's Paradise-Flycatcher","Terpsiphone affinis"
"Buff-breasted Babbler","Pellorneum tickelli"
"Cachar Wedge-billed Babbler","Stachyris roberti"
"Collared Treepie","Dendrocitta frontalis"
"Gray-headed Parrotbill","Psittiparus gularis"
"Mountain Tailorbird","Phyllergates cucullatus"
"Pale-headed Woodpecker","Gecinulus grantia"
"Red-billed Scimitar-Babbler","Pomatorhinus ochraceiceps"
"Rufous-backed Sibia","Leioptila annectens"
"Slaty-backed Forktail","Enicurus schistaceus"
"White-hooded Babbler","Gampsorhynchus rufulus"
"Yellow-bellied Warbler","Abroscopus superciliaris"
"River Tern","Sterna aurantia"
"Sand Lark","Alaudala raytal"
"West Himalayan Bush Warbler","Locustella kashmirensis"
