"COMMON.NAME","SCIENTIFIC.NAME"
"Brown Accentor","Prunella fulvescens"
"Eurasian Crag-Martin","Ptyonoprogne rupestris"
"Sulphur-bellied Warbler","Phylloscopus griseolus"
"White-throated Dipper","Cinclus cinclus"
"White-winged Redstart","Phoenicurus erythrogastrus"
"Black-headed Mountain Finch","Leucosticte brandti"
"Blanford's Snowfinch","Montifringilla blanfordi"
"Black-winged Snowfinch","Montifringilla adamsi"
"Ground Tit","Pseudopodoces humilis"
"Fork-tailed Drongo-Cuckoo","Surniculus dicruroides"
"Banded Bay Cuckoo","Cacomantis sonneratii"
"Besra","Accipiter virgatus"
"Jerdon's Baza","Aviceda jerdoni"
"Orange-breasted Green-Pigeon","Treron bicinctus"
"White-rumped Needletail","Zoonavena sylvatica"
"Ruby-cheeked Sunbird","Chalcoparia singalensis"
"Amur Falcon","Falco amurensis"
"Hill Blue Flycatcher","Cyornis whitei"
"Rufous-bellied Eagle","Lophotriorchis kienerii"
"Fulvous Whistling-Duck","Dendrocygna bicolor"
"Delicate Prinia","Prinia lepida"
"White-rumped Snowfinch","Montifringilla taczanowskii"
"Rufous-necked Snowfinch","Montifringilla ruficollis"
"Snow Pigeon","Columba leuconota"
"Plain Mountain Finch","Leucosticte nemoricola"
"Black-tailed Crake","Zapornia bicolor"
"Chestnut-vented Nuthatch","Sitta nagaensis"
"Crested Finchbill","Spizixos canifrons"
"Mrs. Gould's Sunbird","Aethopyga gouldiae"
"Gray Sibia","Heterophasia gracilis"
"Rusty-capped Fulvetta","Schoeniparus dubius"
"Slaty-blue Flycatcher","Ficedula tricolor"
"Flavescent Bulbul","Pycnonotus flavescens"
"Red-faced Liocichla","Liocichla phoenicea"
"Spotted Elachura","Elachura formosa"
"Striped Laughingthrush","Trochalopteron virgatum"
"Collared Scops-Owl","Otus lettia"
"Koklass Pheasant","Pucrasia macrolopha"
"White-browed Scimitar-Babbler","Pomatorhinus schisticeps"
"Mountain Scops-Owl","Otus spilocephalus"
"Himalayan Flameback","Dinopium shorii"
"Upland Pipit","Anthus sylvanus"
"Blue-eared Barbet","Psilopogon duvaucelii"
"Hooded Pitta","Pitta sordida"
"Malayan Night-Heron","Gorsachius melanolophus"
"Hill Swallow","Hirundo domicola"
"Great Gray Shrike","Lanius excubitor"
"Marsh Sandpiper","Tringa stagnatilis"
"Desert Lark","Ammomanes deserti"
"Black-breasted Parrotbill","Paradoxornis flavirostris"
"Chestnut-capped Babbler","Timalia pileata"
"Jerdon's Babbler","Chrysomma altirostre"
"Yellow-bellied Fairy-Fantail","Chelidorhynx hypoxanthus"
"Chestnut Munia","Lonchura atricapilla"
"Tytler's Leaf Warbler","Phylloscopus tytleri"
"Striated Swallow","Cecropis striolata"
"Slaty-legged Crake","Rallina eurizonoides"
"Blue-naped Pitta","Hydrornis nipalensis"
"Gray Peacock-Pheasant","Polyplectron bicalcaratum"
"Dark-fronted Babbler","Dumetia atriceps"
"Black-crowned Sparrow-Lark","Eremopterix nigriceps"
"Gray-throated Babbler","Stachyris nigriceps"
"Kashmir Nutcracker","Nucifraga multipunctata"
"Yellow-billed Chough","Pyrrhocorax graculus"
"Chinese Pond-Heron","Ardeola bacchus"
"Great Hornbill","Buceros bicornis"
"Asian Emerald Cuckoo","Chrysococcyx maculatus"
"Chestnut-winged Cuckoo","Clamator coromandus"
"Mountain Bulbul","Ixos mcclellandii"
"Red-headed Trogon","Harpactes erythrocephalus"
"Sultan Tit","Melanochlora sultanea"
"Eurasian Nutcracker","Nucifraga caryocatactes"
"Wallcreeper","Tichodroma muraria"
"Black-and-yellow Grosbeak","Mycerobas icterioides"
"Vigors's Sunbird","Aethopyga vigorsii"
"Richard's Pipit","Anthus richardi"
"Northern Pintail","Anas acuta"
"Caspian Tern","Hydroprogne caspia"
"Sapphire Flycatcher","Ficedula sapphira"
"Sikkim Treecreeper","Certhia discolor"
"Red-tailed Minla","Minla ignotincta"
"Scaly Laughingthrush","Trochalopteron subunicolor"
"Fire-tailed Sunbird","Aethopyga ignicauda"
"Black Stork","Ciconia nigra"
"Ruddy Kingfisher","Halcyon coromanda"
"Oriental Pratincole","Glareola maldivarum"
"Gray-necked Bunting","Emberiza buchanani"
"Striolated Bunting","Emberiza striolata"
"Black-faced Warbler","Abroscopus schisticeps"
"Scaly Thrush","Zoothera dauma"
"Sind Sparrow","Passer pyrrhonotus"
"Great Slaty Woodpecker","Mulleripicus pulverulentus"
"Blue-capped Redstart","Phoenicurus coeruleocephala"
"Himalayan Bluetail","Tarsiger rufilatus"
"White-tailed Robin","Myiomela leucura"
"Black-headed Gull","Chroicocephalus ridibundus"
"Malabar Starling","Sturnia blythii"
"Beautiful Sibia","Heterophasia pulchella"
"Bhutan Laughingthrush","Trochalopteron imbricatum"
"Blyth's Shrike-Babbler","Pteruthius aeralatus"
"Slaty-backed Flycatcher","Ficedula erithacus"
"Slender-billed Oriole","Oriolus tenuirostris"
"Yellow-vented Flowerpecker","Dicaeum chrysorrheum"
"Lesser Necklaced Laughingthrush","Garrulax monileger"
"Russet Bush Warbler","Locustella mandelli"
"Steppe Eagle","Aquila nipalensis"
"Mistle Thrush","Turdus viscivorus"
"Nilgiri Thrush","Zoothera neilgherriensis"
"Alpine Accentor","Prunella collaris"
"Pink-browed Rosefinch","Carpodacus rodochroa"
"Indian Spotted Eagle","Clanga hastata"
"Tawny Eagle","Aquila rapax"
"Ashy Wood-Pigeon","Columba pulchricollis"
"Blyth's Tragopan","Tragopan blythii"
"Coral-billed Scimitar-Babbler","Pomatorhinus ferruginosus"
"Chestnut-breasted Partridge","Arborophila mandellii"
"Gold-naped Finch","Pyrrhoplectes epauletta"
"Gray-bellied Tesia","Tesia cyaniventer"
"Gray-sided Laughingthrush","Pterorhinus caerulatus"
"Long-billed Wren-Babbler","Napothera malacoptila"
"Rufous-throated Wren-Babbler","Spelaeornis caudatus"
"White-breasted Parrotbill","Psittiparus ruficeps"
"Rufous-vented Yuhina","Yuhina occipitalis"
"Sikkim Wedge-billed Babbler","Stachyris humei"
"White-gorgeted Flycatcher","Anthipes monileger"
"Whistler's Warbler","Phylloscopus whistleri"
"White-spectacled Warbler","Phylloscopus intermedius"
"Yellow-throated Fulvetta","Schoeniparus cinereus"
"Black-bellied Plover","Pluvialis squatarola"
"Lesser Black-backed Gull","Larus fuscus"
"Terek Sandpiper","Xenus cinereus"
"Aberrant Bush Warbler","Horornis flavolivaceus"
"Brown Parrotbill","Cholornis unicolor"
"Gray-sided Bush Warbler","Cettia brunnifrons"
"Olive-backed Pipit","Anthus hodgsoni"
"Red-headed Bullfinch","Pyrrhula erythrocephala"
"Satyr Tragopan","Tragopan satyra"
"Slender-billed Scimitar-Babbler","Pomatorhinus superciliaris"
"Spotted Laughingthrush","Ianthocincla ocellata"
"White-browed Fulvetta","Fulvetta vinipectus"
"Hume's Bush Warbler","Horornis brunnescens"
"Ruff","Calidris pugnax"
"Great Crested Tern","Thalasseus bergii"
"Lesser Crested Tern","Thalasseus bengalensis"
"White-collared Blackbird","Turdus albocinctus"
"Pallas's Gull","Ichthyaetus ichthyaetus"
"Broad-billed Sandpiper","Calidris falcinellus"
"Scarlet Finch","Carpodacus sipahi"
"Yellow-cheeked Tit","Machlolophus spilonotus"
"Himalayan Swiftlet","Aerodramus brevirostris"
"Yellow-throated Bulbul","Pycnonotus xantholaemus"
"Dusky Warbler","Phylloscopus fuscatus"
"Common Tern","Sterna hirundo"
"Greater Sand-Plover","Charadrius leschenaultii"
"Buff-barred Warbler","Phylloscopus pulcher"
"Rufous-throated Partridge","Arborophila rufogularis"
"Gray-cheeked Warbler","Phylloscopus poliogenys"
"Hoary-throated Barwing","Actinodura nipalensis"
"Slaty-bellied Tesia","Tesia olivea"
"White-browed Piculet","Sasia ochracea"
"Streak-throated Barwing","Actinodura waldeni"
"Abbott's Babbler","Malacocincla abbotti"
"Blossom-headed Parakeet","Psittacula roseata"
"Dark-necked Tailorbird","Orthotomus atrogularis"
"Pallas's Fish-Eagle","Haliaeetus leucoryphus"
"Swamp Francolin","Ortygornis gularis"
"Thick-billed Warbler","Arundinax aedon"
"Tibetan Blackbird","Turdus maximus"
"Hodgson's Hawk-Cuckoo","Hierococcyx nisicolor"
"Black-eared Shrike-Babbler","Pteruthius melanotis"
"Ferruginous Flycatcher","Muscicapa ferruginea"
"Nilgiri Laughingthrush","Montecincla cachinnans"
"Blue-cheeked Bee-eater","Merops persicus"
"Common Greenshank","Tringa nebularia"
"European Bee-eater","Merops apiaster"
"Eurasian Wryneck","Jynx torquilla"
"Blyth's Swift","Apus leuconyx"
"Gray-chinned Minivet","Pericrocotus solaris"
"Snowy-browed Flycatcher","Ficedula hyperythra"
"Yellow-browed Warbler","Phylloscopus inornatus"
"Mongolian Finch","Bucanetes mongolicus"
"Osprey","Pandion haliaetus"
"Himalayan Owl","Strix nivicolum"
"Black Baza","Aviceda leuphotes"
"Collared Falconet","Microhierax caerulescens"
"Hodgson's Frogmouth","Batrachostomus hodgsoni"
"Rain Quail","Coturnix coromandelica"
"Paddyfield Warbler","Acrocephalus agricola"
"Bank Swallow","Riparia riparia"
"Large Scimitar-Babbler","Erythrogenys hypoleucos"
"Pygmy Flycatcher","Ficedula hodgsoni"
"Rufous-throated Fulvetta","Schoeniparus rufogularis"
"Silver-breasted Broadbill","Serilophus lunatus"
"Streaked Wren-Babbler","Gypsophila brevicaudata"
"Taiga Flycatcher","Ficedula albicilla"
"White-cheeked Partridge","Arborophila atrogularis"
"White-hooded Babbler","Gampsorhynchus rufulus"
"White-winged Duck","Asarcornis scutulata"
"Crimson-breasted Woodpecker","Dryobates cathpharius"
"Mishmi Wren-Babbler","Spelaeornis badeigularis"
"Streak-throated Fulvetta","Fulvetta manipurensis"
"Black-faced Laughingthrush","Trochalopteron affine"
"Dark-rumped Rosefinch","Carpodacus edwardsii"
"Golden Bush-Robin","Tarsiger chrysaeus"
"Rufous-vented Tit","Periparus rubidiventris"
"White-browed Bush-Robin","Tarsiger indicus"
"Himalayan White-browed Rosefinch","Carpodacus thura"
"Blood Pheasant","Ithaginis cruentus"
"White-winged Grosbeak","Mycerobas carnipes"
"Ward's Trogon","Harpactes wardi"
"Himalayan Snowcock","Tetraogallus himalayensis"
"Red-breasted Flycatcher","Ficedula parva"
"White-throated Tit","Aegithalos niveogularis"
"Black-backed Dwarf-Kingfisher","Ceyx erithaca"
"Pale-billed Parrotbill","Chleuasicus atrosuperciliaris"
"Blyth's Paradise-Flycatcher","Terpsiphone affinis"
"Buff-breasted Babbler","Pellorneum tickelli"
"Cachar Wedge-billed Babbler","Stachyris roberti"
"Collared Treepie","Dendrocitta frontalis"
"Gray-headed Parrotbill","Psittiparus gularis"
"Mountain Tailorbird","Phyllergates cucullatus"
"Pale-headed Woodpecker","Gecinulus grantia"
"Red-billed Scimitar-Babbler","Pomatorhinus ochraceiceps"
"Rufous-backed Sibia","Leioptila annectens"
"Slaty-backed Forktail","Enicurus schistaceus"
"Andaman Bulbul","Brachypodius fuscoflavescens"
"Andaman Woodpecker","Dryocopus hodgei"
"Andaman Cuckooshrike","Coracina dobsoni"
"Gray-headed Bulbul","Brachypodius priocephalus"
"West Himalayan Bush Warbler","Locustella kashmirensis"
